carID,Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
34366,Hyundai, Ioniq,2018.0,17234,AUTOMATIC,10873.0,Hybrid,135.0,78.5,1.6,39.0,4.0,0.0
40675,Mercedes, C Class,,30599,Semi-Auto,3601.0,Petrol,145.0,44.1,2.0,35.0,3.0,0.0
23916,Ford, Focus,2019.0,16300,Automatic,,Petrol,,,1.0,33.0,2.0,0.0
59409,Opel, Mokka,2015.0,8795,Automatic,34961.0,Diesel,150.0,55.4,1.6,88.0,4.0,0.0
61505,Opel, Corsa,2019.0,8795,Manual,10643.0,Petrol,145.0,43.5,1.4,35.0,1.0,0.0
22356,Ford, S-MAX,2020.0,30000,Automatic,,Diese,145.0,43.5,2.0,89.0,3.0,0.0
30382,Ford, Focus,2015.0,7830,anual,50124.0,Diesel,,74.3,1.5,68.0,1.0,0.0
41547,Mercedes, E Class,2019.0,44995,Automatic,1842.0,Diesel,145.0,47.1,2.9,63.0,1.0,0.0
29105,Ford, Focus,2017.0,11695,Manual,28543.0,Petrol,,,1.5,55.0,1.0,0.0
2657,, A1,2016.0,19950,Manual,24019.0,Petrol,200.0,40.4,2.0,51.0,0.0,0.0
16712,Ford, Kuga,2018.0,17998,Manual,4226.0,Petrol,145.0,39.2,1.5,92.0,1.0,0.0
57699,Opel, Corsa,2017.0,7495,Manual,18499.0,Petrol,145.0,55.4,1.4,72.0,0.0,0.0
17909,Ford, Focus,2008.0,1450,Manual,110000.0,Petrol,,,1.8,49.0,3.0,0.0
59108,Opel, Viva,2018.0,6790,Manual,7979.0,Petrol,145.0,46.3,1.0,77.0,1.0,
18516,Ford, Focus,2019.0,18695,Manual,2712.0,Petrol,,,1.5,87.0,1.0,0.0
6173,audi, Q5,2008.0,8495,Manual,83000.0,Diesel,230.0,42.1,2.0,96.0,2.0,0.0
23294,Ford, Kuga,2018.0,17250,Manual,16370.0,Diesel,145.0,64.2,1.5,54.0,1.0,0.0
69859,VW, Golf,2020.0,20500,Manual,1800.0,Petrol,145.0,47.1,1.5,95.0,2.0,0.0
10042,BMW, 5 Series,2018.0,27980,Semi-Auto,29482.0,Diesel,145.0,53.3,3.0,37.0,0.0,0.0
73268,VW, Tiguan,2019.0,29990,Automatic,1830.0,Diesel,145.0,40.4,2.0,81.0,0.0,
15841,, Focus,2018.0,16998,Manual,10213.0,Petrol,,,1.0,92.0,0.0,0.0
30898,ford, Fiesta,2013.0,5798,Manual,33850.0,Petrol,30.0,54.3,1.2,45.0,4.0,0.0
59352,Opel, Zafira,2016.0,10270,Manual,20972.0,Petrol,200.0,42.2,1.4,65.0,2.0,0.0
10087,BMW, 1 Series,2016.0,11545,Manual,22780.0,Diesel,0.0,83.1,1.5,34.0,0.0,0.0
26384,Ford, EcoSport,2018.0,12867,Manual,82584.13442011928,Petrol,145.0,54.3,0.0,48.0,0.0,0.0
44511,Mercedes, A CLASS,2019.0,18900,Automatic,9906.0,Diesel,145.0,65.7,1.5,55.0,4.0,0.0
36530,Mercedes, E Class,2018.0,19000,Automatic,34788.0,Diesel,145.0,72.4,2.0,87.0,2.0,0.0
46758,Skoda, Fabia,2015.0,8985,Semi-Auto,22409.0,Petrol,20.0,60.1,1.2,44.0,2.0,0.0
58336,pel, Zafira,2016.0,12422,Manual,13857.0,Diese,30.0,62.8,1.6,79.0,1.0,0.0
25204,Ford, Fiesta,2016.0,10100,Manual,12477.0,Petrol,0.0,65.7,1.0,60.0,3.0,0.0
41519,Mercedes, GLC Class,2019.0,59980,Semi-Auto,5036.0,,145.0,26.4,4.0,49.0,2.0,0.0
32433,Hyundai, Tucson,2017.0,14590,Manual,30085.0,Diesel,150.0,61.4,1.7,45.0,4.0,0.0
36819,Mercedes, C Class,2017.0,34981,Semi-Auto,22056.0,Petrol,150.0,35.3,3.0,62.0,4.0,0.0
18190,Ford, Focus,2019.0,21570,Automatic,6348.0,Diesel,,,2.0,58.0,4.0,0.0
10716,BMW, X3,2019.0,32302,Semi-Auto,4646.0,Diesel,145.0,54.3,2.0,61.0,0.0,0.0
26842,Ford, S-MAX,2016.0,15496,Manual,50000.0,Diesel,125.0,56.5,2.0,95.0,3.0,0.0
9109,BMW, 1 Series,2018.0,17495,Semi-Aut,7700.0,Petrol,145.0,36.7,1.5,91.0,3.0,0.0
18531,Ford, Edge,2016.0,20500,Semi-Auto,28500.0,Diesel,200.0,47.9,2.0,79.0,0.0,0.0
9870,BMW, 3 Series,2017.0,18900,Semi-Auto,28943.0,Hybrid,135.0,134.5,2.0,41.0,0.0,0.0
15579,FORD, Fiesta,2017.0,10210,Manual,5146.0,Petrol,0.0,65.7,1.0,64.0,1.0,0.0
47239,Skoda, Fabia,2019.0,10700,Manual,15593.0,petrol,145.0,61.4,1.0,79.0,0.0,0.0
64931,Opel, Corsa,2015.0,6848,Manual,30658.0,Petrol,30.0,55.4,1.4,,2.0,0.0
19951,Ford, Fiesta,2015.0,7759,Manual,18380.0,,125.0,54.3,1.2,74.0,3.0,0.0
1890,Audi, Q2,2019.0,23990,Manual,100.0,Diesel,145.0,49.6,1.6,72.0,2.0,0.0
68898,VW,,2019.0,22881,Automatic,5625.0,Petrol,145.0,45.6,1.5,31.0,2.0,0.0
67010,VW, Sharan,2018.0,22444,Semi-Auto,7094.0,Diesel,145.0,54.3,2.0,98.0,3.0,0.0
63493,Opel, Mokka X,2017.0,11999,Manual,25703.0,Diesel,145.0,68.9,1.6,57.0,2.0,0.0
28644,Ford, KA,2014.0,4490,Manual,31423.0,Petrol,30.0,57.7,1.2,98.0,1.0,0.0
20801,FORD, EcoSport,2019.0,16799,automatic,433.0,Petrol,150.0,45.6,1.0,92.0,0.0,0.0
52294,Toyota, Aygo,2018.0,8298,Manual,13666.0,Petrol,145.0,68.9,1.0,69.0,4.0,0.0
65995,VW, Polo,2016.0,11995,Manual,21050.0,Petrol,20.0,61.4,1.4,49.0,0.0,0.0
66951,VW, Sharan,2019.0,21990,Semi-Auto,2188.0,Diesel,,41.5,2.0,55.0,0.0,0.0
74912,VW, Golf,2015.0,7000,Manual,80343.0,Diesel,20.0,72.4,1.6,80.0,2.0,0.0
73386,VW, Polo,2017.0,9295,Manual,29579.0,Petrol,20.0,60.1,1.0,65.0,3.0,0.0
18181,Ford, Fiesta,2017.0,7699,Manual,24983.0,Petrol,0.0,65.7,1.0,62.0,4.0,0.0
19301,Ford, Focus,2019.0,29350,Manual,1617.0,Petrol,145.0,34.5,2.3,81.0,1.0,0.0
66811,VW, Polo,2019.0,19849,Semi-Auto,2225.0,Petrol,145.0,46.3,1.0,49.0,3.0,0.0
35375,Mercedes, GLA Class,,18100,Automatic,21639.0,Petrol,150.0,50.4,1.6,85.0,1.0,0.0
41100,Mercedes, GLA Class,2019.0,20990,,8100.0,Petrol,145.0,,1.6,99.0,3.0,0.0
43543,Mercedes, E Class,2018.0,27995,Semi-Auto,19573.0,,150.0,57.7,3.7237121686244836,31.0,0.0,0.0
35212,Mercedes, E Class,2017.0,22999,,20000.0,Diesel,30.0,65.7,2.0,73.0,1.0,0.0
30545,Ford, focus,2018.0,13795,Manual,10231.0,Petrol,145.0,60.1,1.0,67.0,0.0,0.0
37562,Mercedes, A Class,2020.0,26980,emi-auto,9.0,Diesel,145.0,56.5,2.0,30.0,0.0,0.0
11717,BMW, 3 Series,2019.0,28999,Automatic,11681.0,Diesel,,52.3,2.0,92.0,4.0,0.0
21903,Ford, Fiest,2013.0,6271,Manual,34456.0,Petrol,30.0,54.3,1.2,46.0,2.0,0.0
13028,BMW, 4 Series,2017.0,19352,Automatic,36220.0,Diesel,145.0,65.7,2.0,83.0,0.0,0.0
72942,VW, Golf,2016.0,19190,Manual,21078.0,Petrol,200.0,39.8,2.0,30.0,4.0,0.0
60997,Opel,corsa,2019.0,8295,Manual,7396.0,Petrol,145.0,43.5,1.4,57.0,4.0,
31512,Hyundai, TUCSON,2019.0,23850,Semi-Auto,2012.0,Petrol,145.0,36.2,1.6,30.0,0.0,0.0
46753,Skoda, Karoq,2019.0,18995,Manual,3340.0,Diesel,145.0,,1.6,93.0,3.0,0.0
67606,VW, Polo,2018.0,13850,Manual,21512.0,Petrol,150.0,60.1,1.0,76.0,-2.345650000530215,0.0
68303,vw, Polo,2020.0,14990,MANUAL,3437.0,Petrol,145.0,47.9,1.0,89.0,4.0,0.0
62728,Opel, Viva,2019.0,8990,Manual,10.0,Petrol,145.0,46.3,1.0,49.0,4.0,0.0
2319,Aud, A1,2016.0,11000,Manual,10491.0,Petrol,0.0,67.3,1.0,,3.0,0.0
31855,Hyundai, I10,2017.0,8000,,16636.0,Petrol,145.0,60.1,0.0,41.0,0.0,0.0
20152,Ford, Focus,2019.0,27490,Manual,4127.0,Diesel,145.0,,2.0,92.0,2.0,0.0
65623,VW, Touareg,2020.0,49999,Semi-Auto,3000.0,Diesel,145.0,33.6,3.0,95.0,4.0,0.0
27046,Ford,Focus,2019.0,15440,Manual,10500.0,Petrol,,,1.0,93.0,2.0,0.0
36580,Mercedes, C Class,2019.0,24980,Semi-Auto,5453.0,Petrol,,,1.5,48.0,4.0,0.0
46293,Mercedes, A Class,2017.0,16099,Manual,17930.0,Diesel,145.0,68.9,1.5,88.0,4.0,0.0
705,Audi, Q5,2017.0,28890,Semi-Auto,20768.0,Diesel,145.0,55.4,2.0,34.0,0.0,0.0
18530,ord, Focus,2018.0,10895,MANUAL,16322.0,Petrol,150.0,60.1,1.0,72.0,4.0,0.0
60732,Opel, Astra,2017.0,10700,Automatic,24468.0,Petrol,125.0,,1.4,58.0,1.0,0.0
57166,Opel, Astra,2012.0,4995,Manual,47591.0,Petrol,160.0,,1.6,38.0,,0.0
45176,Mercedes, A Class,2013.0,10299,Automatic,57551.0,Petro,-56.19320153940018,50.4,1.6,33.0,1.0,0.0
40252,Mercedes, SLK,2015.0,15599,Automatic,21680.0,Diesel,150.0,56.5,2.1,73.0,3.0,0.0
25708,Ford, Fiesta,2017.0,11798,manual,4262.0,Petrol,0.0,65.7,1.0,78.0,3.0,0.0
56684,Opel, Astra,2020.0,16850,Manual,20.0,Petrol,145.0,54.3,1.2,73.0,4.0,0.0
62469,Opel, GTC,2015.0,7270,Manual,53588.0,Petrol,160.0,47.1,1.4,36.0,0.0,0.0
55463,Toyota, Yaris,2015.0,7291,Manual,19450.0,PETROL,0.0,66.0,1.0,40.0,2.0,0.0
19005,Ford, Focus,2017.0,10390,,16122.0,Petrol,145.0,60.1,1.0,59.0,,0.0
50707,Skoda, Fabia,2014.0,6080,Semi-Auto,26276.0,Petrol,125.0,53.3,1.2,54.0,4.0,0.0
69451,VW, Golf,2017.0,11950,Manual,43000.0,Petrol,30.0,53.3,1.4,66.0,3.0,0.0
20899,Ford, Ka+,2019.0,9790,Manual,5588.0,Petrol,145.0,,1.2,70.0,0.0,0.0
17000,Ford, Fiesta,2017.0,7495,Manual,22844.0,Petrol,125.0,54.3,1.2,80.0,3.0,0.0
12795,BMW, 5 Series,2015.0,13980,Semi-Auto,29719.0,Diesel,20.0,68.9,2.0,83.0,2.0,0.0
29966,Ford, Fiesta,2018.0,9995,MANUAL,29582.0,Petrol,145.0,65.7,1.0,85.0,1.0,0.0
46342,Mercedes, C Class,2015.0,14699,utomatic,69037.0,Hybrid,0.0,76.4,2.1,70.0,3.0,0.0
30043,Ford, Fiesta,2017.0,7990,Manual,33699.0,Petrol,150.0,64.2,,32.0,4.0,0.0
45488,Mercedes, A Class,2017.0,14830,utomatic,39432.0,Diesel,20.0,74.3,1.5,76.0,3.0,0.0
18356,Ford, Focus,2019.0,17150,Automatic,10472.0,Petrol,,,1.0,47.0,4.0,0.0
27279,Ford, Fiesta,2008.0,2695,unknown,77570.0,Petrol,145.0,47.1,1.2,93.0,4.0,0.0
34291,Hyundai, I3,2018.0,13470,Semi-Auto,6726.0,Diesel,145.0,68.9,1.6,73.0,4.0,0.0
20107,ord, Focus,2015.0,9500,Manual,32245.0,PETROL,20.0,60.1,1.0,51.0,3.0,0.0
40525,Mercede, GLA Class,2018.0,22991,,13415.0,Petrol,145.0,42.8,2.0,44.0,1.0,0.0
22169,ord, Focus,2013.0,6000,Manual,50081.0,Petrol,,,1.0,60.0,4.0,0.0
73913,VW, Polo,2017.0,14990,Semi-Auto,24217.0,PETROL,125.0,50.4,1.8,75.0,1.0,0.0
36546,MERCEDES, C Class,2016.0,23920,Automatic,18865.0,Diesel,,,2.1,84.0,4.0,0.0
15289,Ford, KA,2018.0,9000,Manual,10437.0,Petro,150.0,57.7,1.2,71.0,3.0,0.0
1547,Audi, Q3,2017.0,19990,Manual,14752.0,Petrol,150.0,49.6,1.4,43.0,0.0,0.0
55490,oyota, Auris,2015.0,15995,AUTOMATIC,8200.0,Hybrid,0.0,70.6,1.8,63.0,0.0,0.0
31072,Ford, Focus,2016.0,7897,Manual,52570.0,diesel,0.0,74.3,1.5,58.0,0.0,0.0
18334,Ford, Focus,2016.0,12195,Manual,68438.0,Petrol,,,2.0,94.0,1.0,0.0
50593,Skoda, Fabia,2019.0,12795,Manual,1500.0,Petrol,145.0,61.4,1.0,59.0,3.0,0.0
52854,Toyota, Aygo,2016.0,6450,Manual,14988.0,Petrol,0.0,69.0,1.0,37.0,1.0,0.0
69320,VW, Tiguan,2019.0,30600,Automatic,6310.0,Diesel,145.0,35.3,2.0,65.0,3.0,0.0
3246,Audi, Q5,2016.0,32490,Automatic,21500.0,Diesel,235.0,42.2,3.0,39.0,1.0,0.0
18231,Ford, Fiesta,2017.0,11128,unknown,25595.0,Petrol,145.0,47.9,1.6,99.0,0.0,0.0
18009,Ford, Focus,2019.0,16698,anual,18697.0,Petrol,,,1.0,54.0,3.0,0.0
54625,Toyota, Corolla,2019.0,18290,Manual,3250.0,Petrol,145.0,39.2,1.2,51.0,3.0,0.0
73837,VW, polo,2017.0,12690,Manual,25000.0,Petrol,145.0,61.4,1.4,60.0,2.0,0.0
46088,MERCEDES, SL CLASS,2016.0,18990,Semi-Auto,29799.0,Diesel,30.0,70.6,2.1,37.0,4.0,0.0
11704,BM, X4,2019.0,33998,Semi-Auto,14404.0,Diesel,150.0,42.8,2.0,65.0,0.0,0.0
74918,VW, Golf,2016.0,10699,Manual,41309.0,Diesel,0.0,74.3,1.6,95.0,0.0,0.0
7603,BMW, 3 Series,2019.0,22198,Semi-Auto,13004.0,Diesel,145.0,67.3,2.0,44.0,1.0,0.0
2798,Audi, Q3,2019.0,27990,Manual,6000.0,Petrol,145.0,40.9,1.5,55.0,0.0,0.0
65328,Opel, Mokka X,2017.0,8995,Manual,28635.0,Petrol,205.0,42.2,1.6,46.0,0.0,0.0
61977,Opel, Grandland X,2019.0,15250,Manual,11958.0,Diesel,145.0,56.5,1.5,74.0,2.0,0.0
31395,For, Focus,2015.0,8000,Manual,65000.0,Diesel,,,1.5,58.0,0.0,0.0
13223,BMW, X1,2016.0,18998,Semi-Auto,24347.0,Diesel,150.0,55.4,2.0,46.0,0.0,0.0
29028,Ford, Focus,2017.0,9750,Manual,22850.0,Petrol,145.0,61.4,1.0,90.0,3.0,0.0
52964,Toyota, C-HR,2017.0,16060,Manual,17841.0,etrol,145.0,47.1,1.2,84.0,2.0,0.0
52866,Toyota, Avensis,2014.0,7250,Manual,65000.0,Diesel,30.0,62.8,2.0,77.0,2.0,0.0
24488,Ford, Focus,2018.0,13498,Manual,15012.0,Petrol,,,1.0,96.0,0.0,0.0
60592,Opel, astra,2016.0,8298,Manual,24426.0,Petrol,125.0,51.4,1.4,34.0,4.0,0.0
16818,Ford, EcoSport,2017.0,8700,Manual,28585.0,Diesel,30.0,64.2,1.5,92.0,3.0,0.0
880,Audi, A3,2016.0,17870,Semi-Auto,42334.0,Diesel,125.0,57.6,2.0,41.0,1.0,0.0
67296,W, Golf,2019.0,15250,Manual,10285.0,Diesel,145.0,57.7,2.9857934392613865,56.0,2.0,0.0
53337,Toyota, Avensis,2017.0,11298,Manual,53675.0,Petrol,150.0,47.1,,37.0,2.0,0.0
20336,Ford, Focus,2018.0,11999,,13072.0,Petrol,145.0,57.7,1.0,85.0,3.0,0.0
20745,Ford, Focus,2019.0,14995,unknow,15000.0,Petrol,145.0,58.9,1.0,48.0,2.0,0.0
13532,BMW, 1 Series,2017.0,16741,Semi-Auto,30500.0,Diesel,150.0,67.3,2.0,60.0,3.0,0.0
49532,Skoda,,2019.0,19300,Manual,2329.0,Diesel,277.3842544832681,50.4,2.0,38.0,4.0,0.0
8856,BMW, 2 Series,2019.0,23775,Manual,34.0,Diesel,145.0,60.1,2.0,51.0,2.0,0.0
21526,Ford, Fiesta,2018.0,10999,Manual,,Petrol,145.0,55.4,1.1,64.0,3.0,0.0
63766,Opel, Insignia,2018.0,12999,Manual,34855.0,Petrol,145.0,47.1,1.5,93.0,1.0,0.0
24626,Ford, Focus,2019.0,16400,Manual,12627.0,Petrol,,,1.0,83.0,1.0,0.0
70373,VW,Golf,2019.0,18495,Manual,100.0,Petrol,145.0,47.1,1.5,80.0,2.0,0.0
59686,Opel, Corsa,2016.0,7498,Manual,31002.0,Petrol,30.0,,1.4,41.0,1.0,0.0
35573,Mercedes, GLC Class,2018.0,27880,Semi-Auto,10408.0,Diesel,145.0,56.5,2.1,93.0,3.0,0.0
8356,BMW, 2 Series,2015.0,11490,Manual,76000.0,iesel,30.0,64.2,2.0,76.0,0.0,0.0
17021,Ford, Fiesta,2017.0,10399,Manual,20533.0,PETROL,20.0,62.8,1.0,84.0,1.0,0.0
14157,BMW, X3,2011.0,11940,AUTOMATIC,72000.0,Diesel,165.0,50.4,2.0,40.0,3.0,0.0
38193,Mercedes, GLC Class,2017.0,27950,Automatic,22244.0,iesel,145.0,,2.1,125.2020334227379,3.0,0.0
25118,Ford, Fiesta,2016.0,8799,manual,23641.0,Petrol,0.0,65.7,1.0,88.0,1.0,0.0
15948,Ford, Focus,2017.0,17000,Manual,26041.0,Diesel,145.0,67.3,2.0,55.0,3.0,0.0
32667,Hyundai, I30,2017.0,12495,Manual,2924.0,Petrol,145.0,56.5,1.0,31.0,0.0,0.0
40776,Mercedes, A Class,2014.0,12499,Manual,48846.0,Diesel,30.0,62.8,2.1,81.0,1.0,0.0
41221,Mercedes, C Class,2019.0,27826,Automatic,6522.0,etrol,,,2.0,34.0,2.0,0.0
43347,MERCEDES, C Class,2019.0,29998,Semi-Auto,836.0,Petrol,,,2.0,57.0,4.0,0.0
67426,VW, Golf,2016.0,11498,Manual,17733.0,Diesel,0.0,74.3,1.6,36.0,3.0,0.0
25299,Ford, Fiesta,2014.0,6999,Manual,50000.0,Petrol,0.0,65.7,1.0,30.0,0.0,0.0
70322,VW, Polo,2017.0,9799,Manual,38126.0,Petrol,145.0,60.1,1.2,91.0,0.0,0.0
15546,Ford, Grand Tourneo Connect,2019.0,16500,Manual,6069.0,Diesel,145.0,61.4,1.5,81.0,6.258230522496533,0.0
30427,Ford, B-MAX,2018.0,11300,,7834.0,Diesel,145.0,74.3,1.5,79.0,1.0,0.0
69650,VW, Arteon,2018.0,22791,Semi-Auto,7297.0,Petrol,145.0,47.1,2.0,31.0,4.0,0.0
52476,Toyota, Verso,2017.0,15495,Semi-Auto,-39765.6023383499,Petrol,160.0,43.5,1.8,75.0,0.0,0.0
1612,Audi, Q7,2016.0,30790,Semi-Auto,14727.0,diesel,160.0,48.7,3.0,43.0,1.0,0.0
41334,Mercedes, CL Class,2020.0,30990,Semi-Auto,1783.0,Petrol,145.0,44.1,1.3,97.0,,0.0
28219,Ford, Fiesta,2018.0,10100,Manua,25949.0,Petrol,145.0,56.5,1.0,45.0,3.0,0.0
1706,Audi, Q5,2019.0,39990,Automatic,6000.0,Petrol,145.0,32.1,0.15452931727037478,75.0,1.0,0.0
75933,VW, Golf,2017.0,12462,Semi-Auto,51530.0,Petrol,30.0,53.3,1.4,95.0,3.0,0.0
74108,VW, Golf,2016.0,13495,Semi-Auto,50217.0,Diesel,30.0,62.8,2.0,94.0,1.0,0.0
69334,VW, Tiguan,2019.0,24999,Manual,2266.0,iesel,145.0,47.9,2.0,34.0,2.0,0.0
23423,Ford, KA,2014.0,4560,Manual,35824.0,Petrol,30.0,57.7,1.2,,0.0,0.0
4501,Audi, Q3,2019.0,29990,Automatic,4022.0,Diesel,145.0,47.1,2.0,86.0,2.0,0.0
22683,Ford, Kuga,2019.0,20700,Manual,990.0,Diesel,145.0,38.2,2.0,41.0,3.0,0.0
9749,BM, X1,2016.0,14799,Manual,37032.0,Diesel,,60.1,2.0,90.0,0.0,0.0
75453,VW, Sharan,2019.0,18989,Manual,12420.0,Petrol,145.0,35.8,,77.0,0.0,0.0
75215,VW, T-Roc,2019.0,22479,Manual,3748.0,Diesel,145.0,50.4,1.6,93.0,3.0,0.0
58794,Opel, Corsa,2016.0,8250,Manual,11002.0,etrol,125.0,54.3,1.4,51.0,4.0,0.0
61058,Ope, Adam,2018.0,8750,Manual,3288.0,Petrol,,53.3,1.2,80.0,3.0,0.0
21565,Ford, Focus,2017.0,10500,Manual,29461.0,Petrol,20.0,60.1,,49.0,1.0,0.0
45289,Mercedes,e class,2016.0,18299,Semi-Auto,31599.0,Diesel,125.0,56.5,2.1,69.0,1.0,0.0
48056,Skoda, Octavia,2019.0,15700,unknown,10610.0,Petrol,145.0,52.3,1.5,38.0,0.0,0.0
45052,Mercedes, B Class,2019.0,23998,Automatic,2420.0,Diesel,145.0,55.4,2.0,57.0,0.0,0.0
60291,Opel, Adam,2018.0,9499,Manual,3569.0,Petrol,145.0,53.3,1.2,53.0,3.0,0.0
40582,Mercedes, E Class,2019.0,55499,Semi-Auto,2991.0,Petrol,145.0,31.7,3.0,59.0,4.0,0.0
39989,Mercedes, C Class,2020.0,39309,Semi-Auto,1000.0,Diesel,,,2.0,47.0,2.0,0.0
69022,VW, Polo,2016.0,11150,Manual,26675.0,Petrol,0.0,65.7,1.0,84.0,2.0,0.0
54809,Toyota, Auris,2014.0,7995,Manual,14977.0,Petrol,145.0,47.9,1.6,77.0,4.0,0.0
41372,Mercedes, C Class,2017.0,20988,Automatic,30728.0,Petrol,,,2.0,83.0,4.0,0.0
50230,Skoda, Citigo,2018.0,7995,Manual,22291.0,Petrol,145.0,64.2,0.1914624239266638,31.0,4.0,0.0
18628,Ford, Focus,2019.0,15995,Manual,12200.0,Petrol,145.0,60.1,1.0,58.0,1.0,0.0
20166,Ford, Fiesta,2018.0,11994,Manual,33651.0,Petrol,145.0,65.7,1.0,99.0,3.0,0.0
8012,BMW, X5,2019.0,46991,Semi-Auto,8778.0,Diese,145.0,37.7,3.0,42.0,2.0,0.0
12962,BMW, X5,2019.0,52995,Semi-Auto,5256.0,Petrol,145.0,27.2,3.0,63.0,0.0,0.0
12008,BMW, 2 Series,2020.0,27500,Semi-Auto,1086.0,Petrol,150.0,42.2,1.5,48.0,3.0,0.0
20197,Ford, Focus,2015.0,8570,Manual,29850.0,Petrol,20.0,60.1,,95.0,3.0,0.0
4834,Audi, A3,2017.0,22991,Semi-Auto,25624.0,Petrol,145.0,44.1,2.0,57.0,1.0,0.0
73025,VW, Tiguan,,10500,,54308.0,,200.0,47.7,2.0,55.0,0.0,0.0
49003,Skoda, Karoq,2018.0,22495,Automatic,12275.0,Petrol,145.0,50.4,1.5,48.0,6.2417786290739095,0.0
74032,VW, Polo,2019.0,16790,Manual,2710.0,Petrol,150.0,49.6,1.0,38.0,0.0,0.0
56215,pel, Mokka X,2017.0,10495,Manual,27155.0,Petrol,145.0,47.1,1.4,93.0,1.0,0.0
51242,Toyota, Yaris,2017.0,12995,Automatic,21736.0,Hybrid,0.0,86.0,1.5,55.0,0.0,0.0
8065,BMW, 3 Series,2016.0,15000,Automatic,66173.0,Diesel,125.0,60.1,2.0,79.0,0.0,0.0
8000,BMW, 3 Series,2019.0,24275,Semi-Auto,10361.0,Diesel,145.0,62.8,2.0,52.0,1.0,0.0
48116,Skoda, Kodiaq,2017.0,24000,Automatic,24865.0,Petrol,145.0,38.2,2.0,61.0,0.0,0.0
67302,VW, Polo,2019.0,18495,Automatic,1.0,Petrol,145.0,46.3,1.0,36.0,4.0,0.0
26178,Ford, Fiesta,2017.0,8500,manual,9700.0,Petrol,125.0,54.3,1.2,73.0,3.0,0.0
10493,BMW, X4,2019.0,38980,Semi-Auto,6982.0,Diesel,145.0,40.9,3.0,54.0,0.0,0.0
48221,Skoda, Superb,2019.0,19199,Automatic,13033.0,Diesel,145.0,62.8,2.0,87.0,3.0,0.0
31747,Hyundai, Tucson,2018.0,21995,Automatic,6000.0,Petrol,145.0,36.2,1.6,36.0,1.0,0.0
46791,Skoda, Octavia,2019.0,15498,Semi-Auto,6003.0,Diesel,150.0,72.4,1.6,71.0,2.0,0.0
38907,Mercedes, C Class,2016.0,16995,Automatic,20000.0,Diesel,20.0,64.2,3.7237121686244836,83.0,0.0,0.0
15658,Ford, Fiesta,2016.0,7999,Manual,21390.0,Petrol,125.0,54.3,1.2,69.0,1.0,0.0
27899,Ford, Focus,2018.0,13380,Manual,9695.0,Petrol,,,1.0,70.0,3.0,0.0
39651,Mercedes, C Class,2019.0,25749,,11473.0,petrol,145.0,47.1,1.5,85.0,1.0,0.0
18789,, Focus,2017.0,11999,Manual,20310.0,Diesel,145.0,74.3,1.5,40.0,1.0,
70278,VW, Touareg,2019.0,41989,Automatic,5679.0,Petrol,145.0,25.9,3.0,34.0,3.0,0.0
32728,Hyundai, IX20,2015.0,7498,,34123.0,Petrol,125.0,50.4,1.4,71.0,2.0,0.0
41159,Mercedes, A Class,2019.0,20080,Semi-Auto,12291.0,Petrol,145.0,53.3,1.3,50.0,4.0,0.0
24291,Ford, EcoSport,2017.0,11250,Semi-Auto,9148.0,Petrol,160.0,44.8,1.5,61.0,3.0,0.0
8963,BMW, 1 Series,2020.0,20490,Manual,,Petrol,145.0,,1.5,93.0,1.0,0.0
14641,BMW, 3 Series,2019.0,29498,Semi-Auto,7751.0,Petrol,145.0,41.5,2.0,98.0,1.0,
576,Audi, RS3,2019.0,39000,Automatic,10250.0,Petrol,145.0,30.1,2.5,92.0,2.0,0.0
35605,Mercedes, GLC Class,2018.0,26980,semi-auto,10266.0,Petrol,145.0,37.2,2.0,34.0,0.0,0.0
2924,Audi, Q,2018.0,53990,Semi-Auto,16753.0,Diesel,145.0,39.2,4.0,93.0,1.0,0.0
43171,ercedes, SLK,2013.0,9600,Automatic,51458.0,Diesel,145.0,56.5,2.0,52.0,0.0,0.0
52757,Toyota, Yaris,2017.0,12000,Automatic,11299.0,Hybrid,0.0,86.0,1.5,89.0,2.0,0.0
54283,toyota,Yaris,2017.0,10995,Automati,9851.0,Petrol,145.0,60.1,1.5,96.0,2.0,0.0
2411,Audi, A4,2017.0,18300,Automatic,43528.0,Diesel,30.0,65.7,2.0,62.0,4.0,0.0
56665,Opel, Antara,2013.0,6599,Manual,62000.0,Diesel,240.0,44.1,2.2,67.0,2.0,0.0
6238,Audi, A8,2016.0,22000,Automatic,37235.0,DIESEL,205.0,48.7,3.0,65.0,0.0,0.0
73926,VW, Golf,2017.0,13731,Manual,24543.0,Petrol,150.0,54.3,1.4,67.0,1.0,0.0
43275,Mercedes, A Class,2017.0,11800,Manual,66903.0,Diesel,20.0,72.4,1.5,87.0,2.0,0.0
2947,Audi, A1,2017.0,15995,Manual,16086.0,Petrol,30.0,55.4,1.4,97.0,1.0,
48800,Skoda, Karoq,2019.0,23995,Manual,1743.0,Petrol,145.0,42.2,1.5,33.0,3.0,0.0
38369,Mercedes, GLC Clas,2016.0,27900,Automatic,73358.0,Petrol,300.0,34.0,3.0,46.0,0.0,0.0
61960,Opel, Astra,2017.0,7940,Manual,54194.0,Diesel,145.0,76.3,1.6,88.0,1.0,0.0
